INTKEY,STRINGKEY,INTNUM,STRINGNUM,FLOATNUM,LONGNUM,DOUBLENUM,BYTENUM,DATEVALUE,TIMEVALUE,TIMESTAMPVALUE,BOOLEANVALUE,CHARVALUE,SHORTVALUE,BIGINTEGERVALUE,BIGDECIMALVALUE,objectvalue
817,817,-4182,,-4182.0,-4182,-4182.0,75,2002-03-28,01:00:00,2000-01-01 00:13:37.0,false,1,-31951,-4182,-4182,-4182
818,818,-4181,-4181,,-4181,-4181.0,74,2002-03-29,02:00:00,2000-01-01 00:13:38.0,true,0,-31950,-4181,-4181,-4181
819,819,-4180,-4180,-4180.0,,-4180.0,73,2002-03-30,03:00:00,2000-01-01 00:13:39.0,false,1,-31949,-4180,-4180,-4180
820,820,-4179,-4179,-4179.0,-4179,,72,2002-03-31,04:00:00,2000-01-01 00:13:40.0,true,0,-31948,-4179,-4179,-4179
821,821,-4178,-4178,-4178.0,-4178,-4178.0,,2002-04-01,05:00:00,2000-01-01 00:13:41.0,false,1,-31947,-4178,-4178,-4178
822,822,-4177,-4177,-4177.0,-4177,-4177.0,70,,06:00:00,2000-01-01 00:13:42.0,true,0,-31946,-4177,-4177,-4177
823,823,-4176,-4176,-4176.0,-4176,-4176.0,69,2002-04-03,,2000-01-01 00:13:43.0,false,1,-31945,-4176,-4176,-4176
824,824,-4175,-4175,-4175.0,-4175,-4175.0,68,2002-04-04,08:00:00,,true,0,-31944,-4175,-4175,-4175
825,825,-4174,-4174,-4174.0,-4174,-4174.0,67,2002-04-05,09:00:00,2000-01-01 00:13:45.0,false,1,-31943,-4174,-4174,-4174
826,826,-4173,-4173,-4173.0,-4173,-4173.0,66,2002-04-06,10:00:00,2000-01-01 00:13:46.0,true,,-31942,-4173,-4173,-4173
827,827,-4172,-4172,-4172.0,-4172,-4172.0,65,2002-04-07,11:00:00,2000-01-01 00:13:47.0,false,1,,-4172,-4172,-4172
828,828,-4171,-4171,-4171.0,-4171,-4171.0,64,2002-04-08,12:00:00,2000-01-01 00:13:48.0,true,0,-31940,,-4171,-4171
829,829,-4170,-4170,-4170.0,-4170,-4170.0,63,2002-04-09,13:00:00,2000-01-01 00:13:49.0,false,1,-31939,-4170,,-4170
830,830,-4169,-4169,-4169.0,-4169,-4169.0,62,2002-04-10,14:00:00,2000-01-01 00:13:50.0,true,0,-31938,-4169,-4169,
831,831,-4168,-4168,-4168.0,-4168,-4168.0,61,2002-04-11,15:00:00,2000-01-01 00:13:51.0,false,1,-31937,-4168,-4168,-4168
832,832,,-4167,-4167.0,-4167,-4167.0,60,2002-04-12,16:00:00,2000-01-01 00:13:52.0,true,0,-31936,-4167,-4167,-4167
833,833,-4166,,-4166.0,-4166,-4166.0,59,2002-04-13,17:00:00,2000-01-01 00:13:53.0,false,1,-31935,-4166,-4166,-4166
834,834,-4165,-4165,,-4165,-4165.0,58,2002-04-14,18:00:00,2000-01-01 00:13:54.0,true,0,-31934,-4165,-4165,-4165
835,835,-4164,-4164,-4164.0,,-4164.0,57,2002-04-15,19:00:00,2000-01-01 00:13:55.0,false,1,-31933,-4164,-4164,-4164
836,836,-4163,-4163,-4163.0,-4163,,56,2002-04-16,20:00:00,2000-01-01 00:13:56.0,true,0,-31932,-4163,-4163,-4163
837,837,-4162,-4162,-4162.0,-4162,-4162.0,,2002-04-17,21:00:00,2000-01-01 00:13:57.0,false,1,-31931,-4162,-4162,-4162
838,838,-4161,-4161,-4161.0,-4161,-4161.0,54,,22:00:00,2000-01-01 00:13:58.0,true,0,-31930,-4161,-4161,-4161
839,839,-4160,-4160,-4160.0,-4160,-4160.0,53,2002-04-19,,2000-01-01 00:13:59.0,false,1,-31929,-4160,-4160,-4160
840,840,-4159,-4159,-4159.0,-4159,-4159.0,52,2002-04-20,00:00:00,,true,0,-31928,-4159,-4159,-4159
841,841,-4158,-4158,-4158.0,-4158,-4158.0,51,2002-04-21,01:00:00,2000-01-01 00:14:01.0,false,1,-31927,-4158,-4158,-4158
842,842,-4157,-4157,-4157.0,-4157,-4157.0,50,2002-04-22,02:00:00,2000-01-01 00:14:02.0,true,,-31926,-4157,-4157,-4157
843,843,-4156,-4156,-4156.0,-4156,-4156.0,49,2002-04-23,03:00:00,2000-01-01 00:14:03.0,false,1,,-4156,-4156,-4156
844,844,-4155,-4155,-4155.0,-4155,-4155.0,48,2002-04-24,04:00:00,2000-01-01 00:14:04.0,true,0,-31924,,-4155,-4155
845,845,-4154,-4154,-4154.0,-4154,-4154.0,47,2002-04-25,05:00:00,2000-01-01 00:14:05.0,false,1,-31923,-4154,,-4154
846,846,-4153,-4153,-4153.0,-4153,-4153.0,46,2002-04-26,06:00:00,2000-01-01 00:14:06.0,true,0,-31922,-4153,-4153,
847,847,-4152,-4152,-4152.0,-4152,-4152.0,45,2002-04-27,07:00:00,2000-01-01 00:14:07.0,false,1,-31921,-4152,-4152,-4152
848,848,,-4151,-4151.0,-4151,-4151.0,44,2002-04-28,08:00:00,2000-01-01 00:14:08.0,true,0,-31920,-4151,-4151,-4151
849,849,-4150,,-4150.0,-4150,-4150.0,43,2002-04-29,09:00:00,2000-01-01 00:14:09.0,false,1,-31919,-4150,-4150,-4150
850,850,-4149,-4149,,-4149,-4149.0,42,2002-04-30,10:00:00,2000-01-01 00:14:10.0,true,0,-31918,-4149,-4149,-4149
851,851,-4148,-4148,-4148.0,,-4148.0,41,2002-05-01,11:00:00,2000-01-01 00:14:11.0,false,1,-31917,-4148,-4148,-4148
852,852,-4147,-4147,-4147.0,-4147,,40,2002-05-02,12:00:00,2000-01-01 00:14:12.0,true,0,-31916,-4147,-4147,-4147
853,853,-4146,-4146,-4146.0,-4146,-4146.0,,2002-05-03,13:00:00,2000-01-01 00:14:13.0,false,1,-31915,-4146,-4146,-4146
854,854,-4145,-4145,-4145.0,-4145,-4145.0,38,,14:00:00,2000-01-01 00:14:14.0,true,0,-31914,-4145,-4145,-4145
855,855,-4144,-4144,-4144.0,-4144,-4144.0,37,2002-05-05,,2000-01-01 00:14:15.0,false,1,-31913,-4144,-4144,-4144
856,856,-4143,-4143,-4143.0,-4143,-4143.0,36,2002-05-06,16:00:00,,true,0,-31912,-4143,-4143,-4143
857,857,-4142,-4142,-4142.0,-4142,-4142.0,35,2002-05-07,17:00:00,2000-01-01 00:14:17.0,false,1,-31911,-4142,-4142,-4142
858,858,-4141,-4141,-4141.0,-4141,-4141.0,34,2002-05-08,18:00:00,2000-01-01 00:14:18.0,true,,-31910,-4141,-4141,-4141
859,859,-4140,-4140,-4140.0,-4140,-4140.0,33,2002-05-09,19:00:00,2000-01-01 00:14:19.0,false,1,,-4140,-4140,-4140
860,860,-4139,-4139,-4139.0,-4139,-4139.0,32,2002-05-10,20:00:00,2000-01-01 00:14:20.0,true,0,-31908,,-4139,-4139
861,861,-4138,-4138,-4138.0,-4138,-4138.0,31,2002-05-11,21:00:00,2000-01-01 00:14:21.0,false,1,-31907,-4138,,-4138
862,862,-4137,-4137,-4137.0,-4137,-4137.0,30,2002-05-12,22:00:00,2000-01-01 00:14:22.0,true,0,-31906,-4137,-4137,
863,863,-4136,-4136,-4136.0,-4136,-4136.0,29,2002-05-13,23:00:00,2000-01-01 00:14:23.0,false,1,-31905,-4136,-4136,-4136
864,864,,-4135,-4135.0,-4135,-4135.0,28,2002-05-14,00:00:00,2000-01-01 00:14:24.0,true,0,-31904,-4135,-4135,-4135
865,865,-4134,,-4134.0,-4134,-4134.0,27,2002-05-15,01:00:00,2000-01-01 00:14:25.0,false,1,-31903,-4134,-4134,-4134
866,866,-4133,-4133,,-4133,-4133.0,26,2002-05-16,02:00:00,2000-01-01 00:14:26.0,true,0,-31902,-4133,-4133,-4133
867,867,-4132,-4132,-4132.0,,-4132.0,25,2002-05-17,03:00:00,2000-01-01 00:14:27.0,false,1,-31901,-4132,-4132,-4132
868,868,-4131,-4131,-4131.0,-4131,,24,2002-05-18,04:00:00,2000-01-01 00:14:28.0,true,0,-31900,-4131,-4131,-4131
869,869,-4130,-4130,-4130.0,-4130,-4130.0,,2002-05-19,05:00:00,2000-01-01 00:14:29.0,false,1,-31899,-4130,-4130,-4130
870,870,-4129,-4129,-4129.0,-4129,-4129.0,22,,06:00:00,2000-01-01 00:14:30.0,true,0,-31898,-4129,-4129,-4129
871,871,-4128,-4128,-4128.0,-4128,-4128.0,21,2002-05-21,,2000-01-01 00:14:31.0,false,1,-31897,-4128,-4128,-4128
872,872,-4127,-4127,-4127.0,-4127,-4127.0,20,2002-05-22,08:00:00,,true,0,-31896,-4127,-4127,-4127
873,873,-4126,-4126,-4126.0,-4126,-4126.0,19,2002-05-23,09:00:00,2000-01-01 00:14:33.0,false,1,-31895,-4126,-4126,-4126
874,874,-4125,-4125,-4125.0,-4125,-4125.0,18,2002-05-24,10:00:00,2000-01-01 00:14:34.0,true,,-31894,-4125,-4125,-4125
875,875,-4124,-4124,-4124.0,-4124,-4124.0,17,2002-05-25,11:00:00,2000-01-01 00:14:35.0,false,1,,-4124,-4124,-4124
876,876,-4123,-4123,-4123.0,-4123,-4123.0,16,2002-05-26,12:00:00,2000-01-01 00:14:36.0,true,0,-31892,,-4123,-4123
877,877,-4122,-4122,-4122.0,-4122,-4122.0,15,2002-05-27,13:00:00,2000-01-01 00:14:37.0,false,1,-31891,-4122,,-4122
878,878,-4121,-4121,-4121.0,-4121,-4121.0,14,2002-05-28,14:00:00,2000-01-01 00:14:38.0,true,0,-31890,-4121,-4121,
879,879,-4120,-4120,-4120.0,-4120,-4120.0,13,2002-05-29,15:00:00,2000-01-01 00:14:39.0,false,1,-31889,-4120,-4120,-4120
880,880,,-4119,-4119.0,-4119,-4119.0,12,2002-05-30,16:00:00,2000-01-01 00:14:40.0,true,0,-31888,-4119,-4119,-4119
881,881,-4118,,-4118.0,-4118,-4118.0,11,2002-05-31,17:00:00,2000-01-01 00:14:41.0,false,1,-31887,-4118,-4118,-4118
882,882,-4117,-4117,,-4117,-4117.0,10,2002-06-01,18:00:00,2000-01-01 00:14:42.0,true,0,-31886,-4117,-4117,-4117
883,883,-4116,-4116,-4116.0,,-4116.0,9,2002-06-02,19:00:00,2000-01-01 00:14:43.0,false,1,-31885,-4116,-4116,-4116
884,884,-4115,-4115,-4115.0,-4115,,8,2002-06-03,20:00:00,2000-01-01 00:14:44.0,true,0,-31884,-4115,-4115,-4115
885,885,-4114,-4114,-4114.0,-4114,-4114.0,,2002-06-04,21:00:00,2000-01-01 00:14:45.0,false,1,-31883,-4114,-4114,-4114
886,886,-4113,-4113,-4113.0,-4113,-4113.0,6,,22:00:00,2000-01-01 00:14:46.0,true,0,-31882,-4113,-4113,-4113
887,887,-4112,-4112,-4112.0,-4112,-4112.0,5,2002-06-06,,2000-01-01 00:14:47.0,false,1,-31881,-4112,-4112,-4112
888,888,-4111,-4111,-4111.0,-4111,-4111.0,4,2002-06-07,00:00:00,,true,0,-31880,-4111,-4111,-4111
889,889,-4110,-4110,-4110.0,-4110,-4110.0,3,2002-06-08,01:00:00,2000-01-01 00:14:49.0,false,1,-31879,-4110,-4110,-4110
890,890,-4109,-4109,-4109.0,-4109,-4109.0,2,2002-06-09,02:00:00,2000-01-01 00:14:50.0,true,,-31878,-4109,-4109,-4109
891,891,-4108,-4108,-4108.0,-4108,-4108.0,1,2002-06-10,03:00:00,2000-01-01 00:14:51.0,false,1,,-4108,-4108,-4108
892,892,-4107,-4107,-4107.0,-4107,-4107.0,0,2002-06-11,04:00:00,2000-01-01 00:14:52.0,true,0,-31876,,-4107,-4107
893,893,-4106,-4106,-4106.0,-4106,-4106.0,-1,2002-06-12,05:00:00,2000-01-01 00:14:53.0,false,1,-31875,-4106,,-4106
894,894,-4105,-4105,-4105.0,-4105,-4105.0,-2,2002-06-13,06:00:00,2000-01-01 00:14:54.0,true,0,-31874,-4105,-4105,
895,895,-4104,-4104,-4104.0,-4104,-4104.0,-3,2002-06-14,07:00:00,2000-01-01 00:14:55.0,false,1,-31873,-4104,-4104,-4104
896,896,,-4103,-4103.0,-4103,-4103.0,-4,2002-06-15,08:00:00,2000-01-01 00:14:56.0,true,0,-31872,-4103,-4103,-4103
897,897,-4102,,-4102.0,-4102,-4102.0,-5,2002-06-16,09:00:00,2000-01-01 00:14:57.0,false,1,-31871,-4102,-4102,-4102
898,898,-4101,-4101,,-4101,-4101.0,-6,2002-06-17,10:00:00,2000-01-01 00:14:58.0,true,0,-31870,-4101,-4101,-4101
899,899,-4100,-4100,-4100.0,,-4100.0,-7,2002-06-18,11:00:00,2000-01-01 00:14:59.0,false,1,-31869,-4100,-4100,-4100
900,900,-4099,-4099,-4099.0,-4099,,-8,2002-06-19,12:00:00,2000-01-01 00:15:00.0,true,0,-31868,-4099,-4099,-4099
901,901,-4098,-4098,-4098.0,-4098,-4098.0,,2002-06-20,13:00:00,2000-01-01 00:15:01.0,false,1,-31867,-4098,-4098,-4098
902,902,-4097,-4097,-4097.0,-4097,-4097.0,-10,,14:00:00,2000-01-01 00:15:02.0,true,0,-31866,-4097,-4097,-4097
903,903,-4096,-4096,-4096.0,-4096,-4096.0,-11,2002-06-22,,2000-01-01 00:15:03.0,false,1,-31865,-4096,-4096,-4096
904,904,-4095,-4095,-4095.0,-4095,-4095.0,-12,2002-06-23,16:00:00,,true,0,-31864,-4095,-4095,-4095
905,905,-4094,-4094,-4094.0,-4094,-4094.0,-13,2002-06-24,17:00:00,2000-01-01 00:15:05.0,false,1,-31863,-4094,-4094,-4094
906,906,-4093,-4093,-4093.0,-4093,-4093.0,-14,2002-06-25,18:00:00,2000-01-01 00:15:06.0,true,,-31862,-4093,-4093,-4093
907,907,-4092,-4092,-4092.0,-4092,-4092.0,-15,2002-06-26,19:00:00,2000-01-01 00:15:07.0,false,1,,-4092,-4092,-4092
908,908,-4091,-4091,-4091.0,-4091,-4091.0,-16,2002-06-27,20:00:00,2000-01-01 00:15:08.0,true,0,-31860,,-4091,-4091
909,909,-4090,-4090,-4090.0,-4090,-4090.0,-17,2002-06-28,21:00:00,2000-01-01 00:15:09.0,false,1,-31859,-4090,,-4090
910,910,-4089,-4089,-4089.0,-4089,-4089.0,-18,2002-06-29,22:00:00,2000-01-01 00:15:10.0,true,0,-31858,-4089,-4089,
911,911,-4088,-4088,-4088.0,-4088,-4088.0,-19,2002-06-30,23:00:00,2000-01-01 00:15:11.0,false,1,-31857,-4088,-4088,-4088
912,912,,-4087,-4087.0,-4087,-4087.0,-20,2002-07-01,00:00:00,2000-01-01 00:15:12.0,true,0,-31856,-4087,-4087,-4087
913,913,-4086,,-4086.0,-4086,-4086.0,-21,2002-07-02,01:00:00,2000-01-01 00:15:13.0,false,1,-31855,-4086,-4086,-4086
914,914,-4085,-4085,,-4085,-4085.0,-22,2002-07-03,02:00:00,2000-01-01 00:15:14.0,true,0,-31854,-4085,-4085,-4085
915,915,-4084,-4084,-4084.0,,-4084.0,-23,2002-07-04,03:00:00,2000-01-01 00:15:15.0,false,1,-31853,-4084,-4084,-4084
916,916,-4083,-4083,-4083.0,-4083,,-24,2002-07-05,04:00:00,2000-01-01 00:15:16.0,true,0,-31852,-4083,-4083,-4083
917,917,-4082,-4082,-4082.0,-4082,-4082.0,,2002-07-06,05:00:00,2000-01-01 00:15:17.0,false,1,-31851,-4082,-4082,-4082
918,918,-4081,-4081,-4081.0,-4081,-4081.0,-26,,06:00:00,2000-01-01 00:15:18.0,true,0,-31850,-4081,-4081,-4081
919,919,-4080,-4080,-4080.0,-4080,-4080.0,-27,2002-07-08,,2000-01-01 00:15:19.0,false,1,-31849,-4080,-4080,-4080
920,920,-4079,-4079,-4079.0,-4079,-4079.0,-28,2002-07-09,08:00:00,,true,0,-31848,-4079,-4079,-4079
921,921,-4078,-4078,-4078.0,-4078,-4078.0,-29,2002-07-10,09:00:00,2000-01-01 00:15:21.0,false,1,-31847,-4078,-4078,-4078
922,922,-4077,-4077,-4077.0,-4077,-4077.0,-30,2002-07-11,10:00:00,2000-01-01 00:15:22.0,true,,-31846,-4077,-4077,-4077
923,923,-4076,-4076,-4076.0,-4076,-4076.0,-31,2002-07-12,11:00:00,2000-01-01 00:15:23.0,false,1,,-4076,-4076,-4076
924,924,-4075,-4075,-4075.0,-4075,-4075.0,-32,2002-07-13,12:00:00,2000-01-01 00:15:24.0,true,0,-31844,,-4075,-4075
925,925,-4074,-4074,-4074.0,-4074,-4074.0,-33,2002-07-14,13:00:00,2000-01-01 00:15:25.0,false,1,-31843,-4074,,-4074
926,926,-4073,-4073,-4073.0,-4073,-4073.0,-34,2002-07-15,14:00:00,2000-01-01 00:15:26.0,true,0,-31842,-4073,-4073,
927,927,-4072,-4072,-4072.0,-4072,-4072.0,-35,2002-07-16,15:00:00,2000-01-01 00:15:27.0,false,1,-31841,-4072,-4072,-4072
928,928,,-4071,-4071.0,-4071,-4071.0,-36,2002-07-17,16:00:00,2000-01-01 00:15:28.0,true,0,-31840,-4071,-4071,-4071
929,929,-4070,,-4070.0,-4070,-4070.0,-37,2002-07-18,17:00:00,2000-01-01 00:15:29.0,false,1,-31839,-4070,-4070,-4070
930,930,-4069,-4069,,-4069,-4069.0,-38,2002-07-19,18:00:00,2000-01-01 00:15:30.0,true,0,-31838,-4069,-4069,-4069
931,931,-4068,-4068,-4068.0,,-4068.0,-39,2002-07-20,19:00:00,2000-01-01 00:15:31.0,false,1,-31837,-4068,-4068,-4068
932,932,-4067,-4067,-4067.0,-4067,,-40,2002-07-21,20:00:00,2000-01-01 00:15:32.0,true,0,-31836,-4067,-4067,-4067
933,933,-4066,-4066,-4066.0,-4066,-4066.0,,2002-07-22,21:00:00,2000-01-01 00:15:33.0,false,1,-31835,-4066,-4066,-4066
934,934,-4065,-4065,-4065.0,-4065,-4065.0,-42,,22:00:00,2000-01-01 00:15:34.0,true,0,-31834,-4065,-4065,-4065
935,935,-4064,-4064,-4064.0,-4064,-4064.0,-43,2002-07-24,,2000-01-01 00:15:35.0,false,1,-31833,-4064,-4064,-4064
936,936,-4063,-4063,-4063.0,-4063,-4063.0,-44,2002-07-25,00:00:00,,true,0,-31832,-4063,-4063,-4063
937,937,-4062,-4062,-4062.0,-4062,-4062.0,-45,2002-07-26,01:00:00,2000-01-01 00:15:37.0,false,1,-31831,-4062,-4062,-4062
938,938,-4061,-4061,-4061.0,-4061,-4061.0,-46,2002-07-27,02:00:00,2000-01-01 00:15:38.0,true,,-31830,-4061,-4061,-4061
939,939,-4060,-4060,-4060.0,-4060,-4060.0,-47,2002-07-28,03:00:00,2000-01-01 00:15:39.0,false,1,,-4060,-4060,-4060
940,940,-4059,-4059,-4059.0,-4059,-4059.0,-48,2002-07-29,04:00:00,2000-01-01 00:15:40.0,true,0,-31828,,-4059,-4059
941,941,-4058,-4058,-4058.0,-4058,-4058.0,-49,2002-07-30,05:00:00,2000-01-01 00:15:41.0,false,1,-31827,-4058,,-4058
942,942,-4057,-4057,-4057.0,-4057,-4057.0,-50,2002-07-31,06:00:00,2000-01-01 00:15:42.0,true,0,-31826,-4057,-4057,
943,943,-4056,-4056,-4056.0,-4056,-4056.0,-51,2002-08-01,07:00:00,2000-01-01 00:15:43.0,false,1,-31825,-4056,-4056,-4056
944,944,,-4055,-4055.0,-4055,-4055.0,-52,2002-08-02,08:00:00,2000-01-01 00:15:44.0,true,0,-31824,-4055,-4055,-4055
945,945,-4054,,-4054.0,-4054,-4054.0,-53,2002-08-03,09:00:00,2000-01-01 00:15:45.0,false,1,-31823,-4054,-4054,-4054
946,946,-4053,-4053,,-4053,-4053.0,-54,2002-08-04,10:00:00,2000-01-01 00:15:46.0,true,0,-31822,-4053,-4053,-4053
947,947,-4052,-4052,-4052.0,,-4052.0,-55,2002-08-05,11:00:00,2000-01-01 00:15:47.0,false,1,-31821,-4052,-4052,-4052
948,948,-4051,-4051,-4051.0,-4051,,-56,2002-08-06,12:00:00,2000-01-01 00:15:48.0,true,0,-31820,-4051,-4051,-4051
949,949,-4050,-4050,-4050.0,-4050,-4050.0,,2002-08-07,13:00:00,2000-01-01 00:15:49.0,false,1,-31819,-4050,-4050,-4050
950,950,-4049,-4049,-4049.0,-4049,-4049.0,-58,,14:00:00,2000-01-01 00:15:50.0,true,0,-31818,-4049,-4049,-4049
951,951,-4048,-4048,-4048.0,-4048,-4048.0,-59,2002-08-09,,2000-01-01 00:15:51.0,false,1,-31817,-4048,-4048,-4048
952,952,-4047,-4047,-4047.0,-4047,-4047.0,-60,2002-08-10,16:00:00,,true,0,-31816,-4047,-4047,-4047
953,953,-4046,-4046,-4046.0,-4046,-4046.0,-61,2002-08-11,17:00:00,2000-01-01 00:15:53.0,false,1,-31815,-4046,-4046,-4046
954,954,-4045,-4045,-4045.0,-4045,-4045.0,-62,2002-08-12,18:00:00,2000-01-01 00:15:54.0,true,,-31814,-4045,-4045,-4045
955,955,-4044,-4044,-4044.0,-4044,-4044.0,-63,2002-08-13,19:00:00,2000-01-01 00:15:55.0,false,1,,-4044,-4044,-4044
956,956,-4043,-4043,-4043.0,-4043,-4043.0,-64,2002-08-14,20:00:00,2000-01-01 00:15:56.0,true,0,-31812,,-4043,-4043
957,957,-4042,-4042,-4042.0,-4042,-4042.0,-65,2002-08-15,21:00:00,2000-01-01 00:15:57.0,false,1,-31811,-4042,,-4042
958,958,-4041,-4041,-4041.0,-4041,-4041.0,-66,2002-08-16,22:00:00,2000-01-01 00:15:58.0,true,0,-31810,-4041,-4041,
959,959,-4040,-4040,-4040.0,-4040,-4040.0,-67,2002-08-17,23:00:00,2000-01-01 00:15:59.0,false,1,-31809,-4040,-4040,-4040
960,960,,-4039,-4039.0,-4039,-4039.0,-68,2002-08-18,00:00:00,2000-01-01 00:16:00.0,true,0,-31808,-4039,-4039,-4039
961,961,-4038,,-4038.0,-4038,-4038.0,-69,2002-08-19,01:00:00,2000-01-01 00:16:01.0,false,1,-31807,-4038,-4038,-4038
962,962,-4037,-4037,,-4037,-4037.0,-70,2002-08-20,02:00:00,2000-01-01 00:16:02.0,true,0,-31806,-4037,-4037,-4037
963,963,-4036,-4036,-4036.0,,-4036.0,-71,2002-08-21,03:00:00,2000-01-01 00:16:03.0,false,1,-31805,-4036,-4036,-4036
964,964,-4035,-4035,-4035.0,-4035,,-72,2002-08-22,04:00:00,2000-01-01 00:16:04.0,true,0,-31804,-4035,-4035,-4035
965,965,-4034,-4034,-4034.0,-4034,-4034.0,,2002-08-23,05:00:00,2000-01-01 00:16:05.0,false,1,-31803,-4034,-4034,-4034
966,966,-4033,-4033,-4033.0,-4033,-4033.0,-74,,06:00:00,2000-01-01 00:16:06.0,true,0,-31802,-4033,-4033,-4033
967,967,-4032,-4032,-4032.0,-4032,-4032.0,-75,2002-08-25,,2000-01-01 00:16:07.0,false,1,-31801,-4032,-4032,-4032
968,968,-4031,-4031,-4031.0,-4031,-4031.0,-76,2002-08-26,08:00:00,,true,0,-31800,-4031,-4031,-4031
969,969,-4030,-4030,-4030.0,-4030,-4030.0,-77,2002-08-27,09:00:00,2000-01-01 00:16:09.0,false,1,-31799,-4030,-4030,-4030
970,970,-4029,-4029,-4029.0,-4029,-4029.0,-78,2002-08-28,10:00:00,2000-01-01 00:16:10.0,true,,-31798,-4029,-4029,-4029
971,971,-4028,-4028,-4028.0,-4028,-4028.0,-79,2002-08-29,11:00:00,2000-01-01 00:16:11.0,false,1,,-4028,-4028,-4028
972,972,-4027,-4027,-4027.0,-4027,-4027.0,-80,2002-08-30,12:00:00,2000-01-01 00:16:12.0,true,0,-31796,,-4027,-4027
973,973,-4026,-4026,-4026.0,-4026,-4026.0,-81,2002-08-31,13:00:00,2000-01-01 00:16:13.0,false,1,-31795,-4026,,-4026
974,974,-4025,-4025,-4025.0,-4025,-4025.0,-82,2002-09-01,14:00:00,2000-01-01 00:16:14.0,true,0,-31794,-4025,-4025,
975,975,-4024,-4024,-4024.0,-4024,-4024.0,-83,2002-09-02,15:00:00,2000-01-01 00:16:15.0,false,1,-31793,-4024,-4024,-4024
976,976,,-4023,-4023.0,-4023,-4023.0,-84,2002-09-03,16:00:00,2000-01-01 00:16:16.0,true,0,-31792,-4023,-4023,-4023
977,977,-4022,,-4022.0,-4022,-4022.0,-85,2002-09-04,17:00:00,2000-01-01 00:16:17.0,false,1,-31791,-4022,-4022,-4022
978,978,-4021,-4021,,-4021,-4021.0,-86,2002-09-05,18:00:00,2000-01-01 00:16:18.0,true,0,-31790,-4021,-4021,-4021
979,979,-4020,-4020,-4020.0,,-4020.0,-87,2002-09-06,19:00:00,2000-01-01 00:16:19.0,false,1,-31789,-4020,-4020,-4020
980,980,-4019,-4019,-4019.0,-4019,,-88,2002-09-07,20:00:00,2000-01-01 00:16:20.0,true,0,-31788,-4019,-4019,-4019
981,981,-4018,-4018,-4018.0,-4018,-4018.0,,2002-09-08,21:00:00,2000-01-01 00:16:21.0,false,1,-31787,-4018,-4018,-4018
982,982,-4017,-4017,-4017.0,-4017,-4017.0,-90,,22:00:00,2000-01-01 00:16:22.0,true,0,-31786,-4017,-4017,-4017
983,983,-4016,-4016,-4016.0,-4016,-4016.0,-91,2002-09-10,,2000-01-01 00:16:23.0,false,1,-31785,-4016,-4016,-4016
984,984,-4015,-4015,-4015.0,-4015,-4015.0,-92,2002-09-11,00:00:00,,true,0,-31784,-4015,-4015,-4015
985,985,-4014,-4014,-4014.0,-4014,-4014.0,-93,2002-09-12,01:00:00,2000-01-01 00:16:25.0,false,1,-31783,-4014,-4014,-4014
986,986,-4013,-4013,-4013.0,-4013,-4013.0,-94,2002-09-13,02:00:00,2000-01-01 00:16:26.0,true,,-31782,-4013,-4013,-4013
987,987,-4012,-4012,-4012.0,-4012,-4012.0,-95,2002-09-14,03:00:00,2000-01-01 00:16:27.0,false,1,,-4012,-4012,-4012
988,988,-4011,-4011,-4011.0,-4011,-4011.0,-96,2002-09-15,04:00:00,2000-01-01 00:16:28.0,true,0,-31780,,-4011,-4011
989,989,-4010,-4010,-4010.0,-4010,-4010.0,-97,2002-09-16,05:00:00,2000-01-01 00:16:29.0,false,1,-31779,-4010,,-4010
990,990,-4009,-4009,-4009.0,-4009,-4009.0,-98,2002-09-17,06:00:00,2000-01-01 00:16:30.0,true,0,-31778,-4009,-4009,
991,991,-4008,-4008,-4008.0,-4008,-4008.0,-99,2002-09-18,07:00:00,2000-01-01 00:16:31.0,false,1,-31777,-4008,-4008,-4008
992,992,,-4007,-4007.0,-4007,-4007.0,-100,2002-09-19,08:00:00,2000-01-01 00:16:32.0,true,0,-31776,-4007,-4007,-4007
993,993,-4006,,-4006.0,-4006,-4006.0,-101,2002-09-20,09:00:00,2000-01-01 00:16:33.0,false,1,-31775,-4006,-4006,-4006
994,994,-4005,-4005,,-4005,-4005.0,-102,2002-09-21,10:00:00,2000-01-01 00:16:34.0,true,0,-31774,-4005,-4005,-4005
995,995,-4004,-4004,-4004.0,,-4004.0,-103,2002-09-22,11:00:00,2000-01-01 00:16:35.0,false,1,-31773,-4004,-4004,-4004
996,996,-4003,-4003,-4003.0,-4003,,-104,2002-09-23,12:00:00,2000-01-01 00:16:36.0,true,0,-31772,-4003,-4003,-4003
997,997,-4002,-4002,-4002.0,-4002,-4002.0,,2002-09-24,13:00:00,2000-01-01 00:16:37.0,false,1,-31771,-4002,-4002,-4002
998,998,-4001,-4001,-4001.0,-4001,-4001.0,-106,,14:00:00,2000-01-01 00:16:38.0,true,0,-31770,-4001,-4001,-4001
999,999,-4000,-4000,-4000.0,-4000,-4000.0,-107,2002-09-26,,2000-01-01 00:16:39.0,false,1,-31769,-4000,-4000,-4000
1000,1000,-3999,-3999,-3999.0,-3999,-3999.0,-108,2002-09-27,16:00:00,,true,0,-31768,-3999,-3999,-3999
