INTKEY,STRINGKEY,INTNUM,STRINGNUM,FLOATNUM,LONGNUM,DOUBLENUM,BYTENUM,DATEVALUE,TIMEVALUE,TIMESTAMPVALUE,BOOLEANVALUE,CHARVALUE,SHORTVALUE,BIGINTEGERVALUE,BIGDECIMALVALUE,objectvalue
72,"72",-427,"-427",-427,-427,-427,-56,"2000-03-13 00:00:00.0","1970-01-01 00:00:00.0",NULL,1,"0",-32696,-427,-427,"-427"
73,"73",-426,"-426",-426,-426,-426,-55,"2000-03-14 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:01:13.0",0,"1",-32695,-426,-426,"-426"
74,"74",-425,"-425",-425,-425,-425,-54,"2000-03-15 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:01:14.0",1,NULL,-32694,-425,-425,"-425"
75,"75",-424,"-424",-424,-424,-424,-53,"2000-03-16 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:01:15.0",0,"1",NULL,-424,-424,"-424"
76,"76",-423,"-423",-423,-423,-423,-52,"2000-03-17 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:01:16.0",1,"0",-32692,NULL,-423,"-423"
77,"77",-422,"-422",-422,-422,-422,-51,"2000-03-18 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:01:17.0",0,"1",-32691,-422,NULL,"-422"
78,"78",-421,"-421",-421,-421,-421,-50,"2000-03-19 00:00:00.0","1970-01-01 06:00:00.0","2000-01-01 00:01:18.0",1,"0",-32690,-421,-421,NULL
79,"79",-420,"-420",-420,-420,-420,-49,"2000-03-20 00:00:00.0","1970-01-01 07:00:00.0","2000-01-01 00:01:19.0",0,"1",-32689,-420,-420,"-420"
80,"80",NULL,"-419",-419,-419,-419,-48,"2000-03-21 00:00:00.0","1970-01-01 08:00:00.0","2000-01-01 00:01:20.0",1,"0",-32688,-419,-419,"-419"
81,"81",-418,NULL,-418,-418,-418,-47,"2000-03-22 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:01:21.0",0,"1",-32687,-418,-418,"-418"
82,"82",-417,"-417",NULL,-417,-417,-46,"2000-03-23 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:01:22.0",1,"0",-32686,-417,-417,"-417"
83,"83",-416,"-416",-416,NULL,-416,-45,"2000-03-24 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:01:23.0",0,"1",-32685,-416,-416,"-416"
84,"84",-415,"-415",-415,-415,NULL,-44,"2000-03-25 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:01:24.0",1,"0",-32684,-415,-415,"-415"
85,"85",-414,"-414",-414,-414,-414,NULL,"2000-03-26 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:01:25.0",0,"1",-32683,-414,-414,"-414"
86,"86",-413,"-413",-413,-413,-413,-42,NULL,"1970-01-01 14:00:00.0","2000-01-01 00:01:26.0",1,"0",-32682,-413,-413,"-413"
87,"87",-412,"-412",-412,-412,-412,-41,"2000-03-28 00:00:00.0",NULL,"2000-01-01 00:01:27.0",0,"1",-32681,-412,-412,"-412"
88,"88",-411,"-411",-411,-411,-411,-40,"2000-03-29 00:00:00.0","1970-01-01 16:00:00.0",NULL,1,"0",-32680,-411,-411,"-411"
89,"89",-410,"-410",-410,-410,-410,-39,"2000-03-30 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:01:29.0",0,"1",-32679,-410,-410,"-410"
90,"90",-409,"-409",-409,-409,-409,-38,"2000-03-31 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:01:30.0",1,NULL,-32678,-409,-409,"-409"
91,"91",-408,"-408",-408,-408,-408,-37,"2000-04-01 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:01:31.0",0,"1",NULL,-408,-408,"-408"
92,"92",-407,"-407",-407,-407,-407,-36,"2000-04-02 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:01:32.0",1,"0",-32676,NULL,-407,"-407"
93,"93",-406,"-406",-406,-406,-406,-35,"2000-04-03 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:01:33.0",0,"1",-32675,-406,NULL,"-406"
94,"94",-405,"-405",-405,-405,-405,-34,"2000-04-04 00:00:00.0","1970-01-01 22:00:00.0","2000-01-01 00:01:34.0",1,"0",-32674,-405,-405,NULL
95,"95",-404,"-404",-404,-404,-404,-33,"2000-04-05 00:00:00.0","1970-01-01 23:00:00.0","2000-01-01 00:01:35.0",0,"1",-32673,-404,-404,"-404"
96,"96",NULL,"-403",-403,-403,-403,-32,"2000-04-06 00:00:00.0","1970-01-01 00:00:00.0","2000-01-01 00:01:36.0",1,"0",-32672,-403,-403,"-403"
97,"97",-402,NULL,-402,-402,-402,-31,"2000-04-07 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:01:37.0",0,"1",-32671,-402,-402,"-402"
98,"98",-401,"-401",NULL,-401,-401,-30,"2000-04-08 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:01:38.0",1,"0",-32670,-401,-401,"-401"
99,"99",-400,"-400",-400,NULL,-400,-29,"2000-04-09 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:01:39.0",0,"1",-32669,-400,-400,"-400"
100,"100",-399,"-399",-399,-399,NULL,-28,"2000-04-10 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:01:40.0",1,"0",-32668,-399,-399,"-399"
101,"101",-398,"-398",-398,-398,-398,NULL,"2000-04-11 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:01:41.0",0,"1",-32667,-398,-398,"-398"
102,"102",-397,"-397",-397,-397,-397,-26,NULL,"1970-01-01 06:00:00.0","2000-01-01 00:01:42.0",1,"0",-32666,-397,-397,"-397"
103,"103",-396,"-396",-396,-396,-396,-25,"2000-04-13 00:00:00.0",NULL,"2000-01-01 00:01:43.0",0,"1",-32665,-396,-396,"-396"
104,"104",-395,"-395",-395,-395,-395,-24,"2000-04-14 00:00:00.0","1970-01-01 08:00:00.0",NULL,1,"0",-32664,-395,-395,"-395"
105,"105",-394,"-394",-394,-394,-394,-23,"2000-04-15 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:01:45.0",0,"1",-32663,-394,-394,"-394"
106,"106",-393,"-393",-393,-393,-393,-22,"2000-04-16 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:01:46.0",1,NULL,-32662,-393,-393,"-393"
107,"107",-392,"-392",-392,-392,-392,-21,"2000-04-17 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:01:47.0",0,"1",NULL,-392,-392,"-392"
108,"108",-391,"-391",-391,-391,-391,-20,"2000-04-18 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:01:48.0",1,"0",-32660,NULL,-391,"-391"
109,"109",-390,"-390",-390,-390,-390,-19,"2000-04-19 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:01:49.0",0,"1",-32659,-390,NULL,"-390"
110,"110",-389,"-389",-389,-389,-389,-18,"2000-04-20 00:00:00.0","1970-01-01 14:00:00.0","2000-01-01 00:01:50.0",1,"0",-32658,-389,-389,NULL
111,"111",-388,"-388",-388,-388,-388,-17,"2000-04-21 00:00:00.0","1970-01-01 15:00:00.0","2000-01-01 00:01:51.0",0,"1",-32657,-388,-388,"-388"
112,"112",NULL,"-387",-387,-387,-387,-16,"2000-04-22 00:00:00.0","1970-01-01 16:00:00.0","2000-01-01 00:01:52.0",1,"0",-32656,-387,-387,"-387"
113,"113",-386,NULL,-386,-386,-386,-15,"2000-04-23 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:01:53.0",0,"1",-32655,-386,-386,"-386"
114,"114",-385,"-385",NULL,-385,-385,-14,"2000-04-24 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:01:54.0",1,"0",-32654,-385,-385,"-385"
115,"115",-384,"-384",-384,NULL,-384,-13,"2000-04-25 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:01:55.0",0,"1",-32653,-384,-384,"-384"
116,"116",-383,"-383",-383,-383,NULL,-12,"2000-04-26 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:01:56.0",1,"0",-32652,-383,-383,"-383"
117,"117",-382,"-382",-382,-382,-382,NULL,"2000-04-27 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:01:57.0",0,"1",-32651,-382,-382,"-382"
118,"118",-381,"-381",-381,-381,-381,-10,NULL,"1970-01-01 22:00:00.0","2000-01-01 00:01:58.0",1,"0",-32650,-381,-381,"-381"
119,"119",-380,"-380",-380,-380,-380,-9,"2000-04-29 00:00:00.0",NULL,"2000-01-01 00:01:59.0",0,"1",-32649,-380,-380,"-380"
120,"120",-379,"-379",-379,-379,-379,-8,"2000-04-30 00:00:00.0","1970-01-01 00:00:00.0",NULL,1,"0",-32648,-379,-379,"-379"
121,"121",-378,"-378",-378,-378,-378,-7,"2000-05-01 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:02:01.0",0,"1",-32647,-378,-378,"-378"
122,"122",-377,"-377",-377,-377,-377,-6,"2000-05-02 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:02:02.0",1,NULL,-32646,-377,-377,"-377"
123,"123",-376,"-376",-376,-376,-376,-5,"2000-05-03 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:02:03.0",0,"1",NULL,-376,-376,"-376"
124,"124",-375,"-375",-375,-375,-375,-4,"2000-05-04 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:02:04.0",1,"0",-32644,NULL,-375,"-375"
125,"125",-374,"-374",-374,-374,-374,-3,"2000-05-05 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:02:05.0",0,"1",-32643,-374,NULL,"-374"
126,"126",-373,"-373",-373,-373,-373,-2,"2000-05-06 00:00:00.0","1970-01-01 06:00:00.0","2000-01-01 00:02:06.0",1,"0",-32642,-373,-373,NULL
127,"127",-372,"-372",-372,-372,-372,-1,"2000-05-07 00:00:00.0","1970-01-01 07:00:00.0","2000-01-01 00:02:07.0",0,"1",-32641,-372,-372,"-372"
128,"128",NULL,"-371",-371,-371,-371,0,"2000-05-08 00:00:00.0","1970-01-01 08:00:00.0","2000-01-01 00:02:08.0",1,"0",-32640,-371,-371,"-371"
129,"129",-370,NULL,-370,-370,-370,1,"2000-05-09 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:02:09.0",0,"1",-32639,-370,-370,"-370"
130,"130",-369,"-369",NULL,-369,-369,2,"2000-05-10 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:02:10.0",1,"0",-32638,-369,-369,"-369"
131,"131",-368,"-368",-368,NULL,-368,3,"2000-05-11 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:02:11.0",0,"1",-32637,-368,-368,"-368"
132,"132",-367,"-367",-367,-367,NULL,4,"2000-05-12 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:02:12.0",1,"0",-32636,-367,-367,"-367"
133,"133",-366,"-366",-366,-366,-366,NULL,"2000-05-13 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:02:13.0",0,"1",-32635,-366,-366,"-366"
134,"134",-365,"-365",-365,-365,-365,6,NULL,"1970-01-01 14:00:00.0","2000-01-01 00:02:14.0",1,"0",-32634,-365,-365,"-365"
135,"135",-364,"-364",-364,-364,-364,7,"2000-05-15 00:00:00.0",NULL,"2000-01-01 00:02:15.0",0,"1",-32633,-364,-364,"-364"
136,"136",-363,"-363",-363,-363,-363,8,"2000-05-16 00:00:00.0","1970-01-01 16:00:00.0",NULL,1,"0",-32632,-363,-363,"-363"
137,"137",-362,"-362",-362,-362,-362,9,"2000-05-17 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:02:17.0",0,"1",-32631,-362,-362,"-362"
138,"138",-361,"-361",-361,-361,-361,10,"2000-05-18 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:02:18.0",1,NULL,-32630,-361,-361,"-361"
139,"139",-360,"-360",-360,-360,-360,11,"2000-05-19 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:02:19.0",0,"1",NULL,-360,-360,"-360"
140,"140",-359,"-359",-359,-359,-359,12,"2000-05-20 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:02:20.0",1,"0",-32628,NULL,-359,"-359"
141,"141",-358,"-358",-358,-358,-358,13,"2000-05-21 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:02:21.0",0,"1",-32627,-358,NULL,"-358"
142,"142",-357,"-357",-357,-357,-357,14,"2000-05-22 00:00:00.0","1970-01-01 22:00:00.0","2000-01-01 00:02:22.0",1,"0",-32626,-357,-357,NULL
143,"143",-356,"-356",-356,-356,-356,15,"2000-05-23 00:00:00.0","1970-01-01 23:00:00.0","2000-01-01 00:02:23.0",0,"1",-32625,-356,-356,"-356"
144,"144",NULL,"-355",-355,-355,-355,16,"2000-05-24 00:00:00.0","1970-01-01 00:00:00.0","2000-01-01 00:02:24.0",1,"0",-32624,-355,-355,"-355"
145,"145",-354,NULL,-354,-354,-354,17,"2000-05-25 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:02:25.0",0,"1",-32623,-354,-354,"-354"
146,"146",-353,"-353",NULL,-353,-353,18,"2000-05-26 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:02:26.0",1,"0",-32622,-353,-353,"-353"
147,"147",-352,"-352",-352,NULL,-352,19,"2000-05-27 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:02:27.0",0,"1",-32621,-352,-352,"-352"
148,"148",-351,"-351",-351,-351,NULL,20,"2000-05-28 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:02:28.0",1,"0",-32620,-351,-351,"-351"
149,"149",-350,"-350",-350,-350,-350,NULL,"2000-05-29 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:02:29.0",0,"1",-32619,-350,-350,"-350"
150,"150",-349,"-349",-349,-349,-349,22,NULL,"1970-01-01 06:00:00.0","2000-01-01 00:02:30.0",1,"0",-32618,-349,-349,"-349"
151,"151",-348,"-348",-348,-348,-348,23,"2000-05-31 00:00:00.0",NULL,"2000-01-01 00:02:31.0",0,"1",-32617,-348,-348,"-348"
152,"152",-347,"-347",-347,-347,-347,24,"2000-06-01 00:00:00.0","1970-01-01 08:00:00.0",NULL,1,"0",-32616,-347,-347,"-347"
153,"153",-346,"-346",-346,-346,-346,25,"2000-06-02 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:02:33.0",0,"1",-32615,-346,-346,"-346"
154,"154",-345,"-345",-345,-345,-345,26,"2000-06-03 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:02:34.0",1,NULL,-32614,-345,-345,"-345"
155,"155",-344,"-344",-344,-344,-344,27,"2000-06-04 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:02:35.0",0,"1",NULL,-344,-344,"-344"
156,"156",-343,"-343",-343,-343,-343,28,"2000-06-05 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:02:36.0",1,"0",-32612,NULL,-343,"-343"
157,"157",-342,"-342",-342,-342,-342,29,"2000-06-06 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:02:37.0",0,"1",-32611,-342,NULL,"-342"
158,"158",-341,"-341",-341,-341,-341,30,"2000-06-07 00:00:00.0","1970-01-01 14:00:00.0","2000-01-01 00:02:38.0",1,"0",-32610,-341,-341,NULL
159,"159",-340,"-340",-340,-340,-340,31,"2000-06-08 00:00:00.0","1970-01-01 15:00:00.0","2000-01-01 00:02:39.0",0,"1",-32609,-340,-340,"-340"
160,"160",NULL,"-339",-339,-339,-339,32,"2000-06-09 00:00:00.0","1970-01-01 16:00:00.0","2000-01-01 00:02:40.0",1,"0",-32608,-339,-339,"-339"
161,"161",-338,NULL,-338,-338,-338,33,"2000-06-10 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:02:41.0",0,"1",-32607,-338,-338,"-338"
162,"162",-337,"-337",NULL,-337,-337,34,"2000-06-11 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:02:42.0",1,"0",-32606,-337,-337,"-337"
163,"163",-336,"-336",-336,NULL,-336,35,"2000-06-12 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:02:43.0",0,"1",-32605,-336,-336,"-336"
164,"164",-335,"-335",-335,-335,NULL,36,"2000-06-13 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:02:44.0",1,"0",-32604,-335,-335,"-335"
165,"165",-334,"-334",-334,-334,-334,NULL,"2000-06-14 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:02:45.0",0,"1",-32603,-334,-334,"-334"
166,"166",-333,"-333",-333,-333,-333,38,NULL,"1970-01-01 22:00:00.0","2000-01-01 00:02:46.0",1,"0",-32602,-333,-333,"-333"
699,"699",200,"200",200,200,200,61,"2001-11-30 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:11:39.0",0,"1",NULL,200,200,"200"
167,"167",-332,"-332",-332,-332,-332,39,"2000-06-16 00:00:00.0",NULL,"2000-01-01 00:02:47.0",0,"1",-32601,-332,-332,"-332"
168,"168",-331,"-331",-331,-331,-331,40,"2000-06-17 00:00:00.0","1970-01-01 00:00:00.0",NULL,1,"0",-32600,-331,-331,"-331"
169,"169",-330,"-330",-330,-330,-330,41,"2000-06-18 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:02:49.0",0,"1",-32599,-330,-330,"-330"
170,"170",-329,"-329",-329,-329,-329,42,"2000-06-19 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:02:50.0",1,NULL,-32598,-329,-329,"-329"
171,"171",-328,"-328",-328,-328,-328,43,"2000-06-20 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:02:51.0",0,"1",NULL,-328,-328,"-328"
172,"172",-327,"-327",-327,-327,-327,44,"2000-06-21 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:02:52.0",1,"0",-32596,NULL,-327,"-327"
173,"173",-326,"-326",-326,-326,-326,45,"2000-06-22 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:02:53.0",0,"1",-32595,-326,NULL,"-326"
174,"174",-325,"-325",-325,-325,-325,46,"2000-06-23 00:00:00.0","1970-01-01 06:00:00.0","2000-01-01 00:02:54.0",1,"0",-32594,-325,-325,NULL
175,"175",-324,"-324",-324,-324,-324,47,"2000-06-24 00:00:00.0","1970-01-01 07:00:00.0","2000-01-01 00:02:55.0",0,"1",-32593,-324,-324,"-324"
176,"176",NULL,"-323",-323,-323,-323,48,"2000-06-25 00:00:00.0","1970-01-01 08:00:00.0","2000-01-01 00:02:56.0",1,"0",-32592,-323,-323,"-323"
177,"177",-322,NULL,-322,-322,-322,49,"2000-06-26 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:02:57.0",0,"1",-32591,-322,-322,"-322"
178,"178",-321,"-321",NULL,-321,-321,50,"2000-06-27 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:02:58.0",1,"0",-32590,-321,-321,"-321"
179,"179",-320,"-320",-320,NULL,-320,51,"2000-06-28 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:02:59.0",0,"1",-32589,-320,-320,"-320"
180,"180",-319,"-319",-319,-319,NULL,52,"2000-06-29 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:03:00.0",1,"0",-32588,-319,-319,"-319"
181,"181",-318,"-318",-318,-318,-318,NULL,"2000-06-30 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:03:01.0",0,"1",-32587,-318,-318,"-318"
182,"182",-317,"-317",-317,-317,-317,54,NULL,"1970-01-01 14:00:00.0","2000-01-01 00:03:02.0",1,"0",-32586,-317,-317,"-317"
183,"183",-316,"-316",-316,-316,-316,55,"2000-07-02 00:00:00.0",NULL,"2000-01-01 00:03:03.0",0,"1",-32585,-316,-316,"-316"
184,"184",-315,"-315",-315,-315,-315,56,"2000-07-03 00:00:00.0","1970-01-01 16:00:00.0",NULL,1,"0",-32584,-315,-315,"-315"
185,"185",-314,"-314",-314,-314,-314,57,"2000-07-04 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:03:05.0",0,"1",-32583,-314,-314,"-314"
186,"186",-313,"-313",-313,-313,-313,58,"2000-07-05 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:03:06.0",1,NULL,-32582,-313,-313,"-313"
187,"187",-312,"-312",-312,-312,-312,59,"2000-07-06 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:03:07.0",0,"1",NULL,-312,-312,"-312"
188,"188",-311,"-311",-311,-311,-311,60,"2000-07-07 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:03:08.0",1,"0",-32580,NULL,-311,"-311"
189,"189",-310,"-310",-310,-310,-310,61,"2000-07-08 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:03:09.0",0,"1",-32579,-310,NULL,"-310"
190,"190",-309,"-309",-309,-309,-309,62,"2000-07-09 00:00:00.0","1970-01-01 22:00:00.0","2000-01-01 00:03:10.0",1,"0",-32578,-309,-309,NULL
191,"191",-308,"-308",-308,-308,-308,63,"2000-07-10 00:00:00.0","1970-01-01 23:00:00.0","2000-01-01 00:03:11.0",0,"1",-32577,-308,-308,"-308"
192,"192",NULL,"-307",-307,-307,-307,64,"2000-07-11 00:00:00.0","1970-01-01 00:00:00.0","2000-01-01 00:03:12.0",1,"0",-32576,-307,-307,"-307"
193,"193",-306,NULL,-306,-306,-306,65,"2000-07-12 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:03:13.0",0,"1",-32575,-306,-306,"-306"
194,"194",-305,"-305",NULL,-305,-305,66,"2000-07-13 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:03:14.0",1,"0",-32574,-305,-305,"-305"
195,"195",-304,"-304",-304,NULL,-304,67,"2000-07-14 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:03:15.0",0,"1",-32573,-304,-304,"-304"
196,"196",-303,"-303",-303,-303,NULL,68,"2000-07-15 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:03:16.0",1,"0",-32572,-303,-303,"-303"
197,"197",-302,"-302",-302,-302,-302,NULL,"2000-07-16 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:03:17.0",0,"1",-32571,-302,-302,"-302"
198,"198",-301,"-301",-301,-301,-301,70,NULL,"1970-01-01 06:00:00.0","2000-01-01 00:03:18.0",1,"0",-32570,-301,-301,"-301"
199,"199",-300,"-300",-300,-300,-300,71,"2000-07-18 00:00:00.0",NULL,"2000-01-01 00:03:19.0",0,"1",-32569,-300,-300,"-300"
200,"200",-299,"-299",-299,-299,-299,72,"2000-07-19 00:00:00.0","1970-01-01 08:00:00.0",NULL,1,"0",-32568,-299,-299,"-299"
201,"201",-298,"-298",-298,-298,-298,73,"2000-07-20 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:03:21.0",0,"1",-32567,-298,-298,"-298"
202,"202",-297,"-297",-297,-297,-297,74,"2000-07-21 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:03:22.0",1,NULL,-32566,-297,-297,"-297"
203,"203",-296,"-296",-296,-296,-296,75,"2000-07-22 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:03:23.0",0,"1",NULL,-296,-296,"-296"
204,"204",-295,"-295",-295,-295,-295,76,"2000-07-23 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:03:24.0",1,"0",-32564,NULL,-295,"-295"
205,"205",-294,"-294",-294,-294,-294,77,"2000-07-24 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:03:25.0",0,"1",-32563,-294,NULL,"-294"
206,"206",-293,"-293",-293,-293,-293,78,"2000-07-25 00:00:00.0","1970-01-01 14:00:00.0","2000-01-01 00:03:26.0",1,"0",-32562,-293,-293,NULL
207,"207",-292,"-292",-292,-292,-292,79,"2000-07-26 00:00:00.0","1970-01-01 15:00:00.0","2000-01-01 00:03:27.0",0,"1",-32561,-292,-292,"-292"
208,"208",NULL,"-291",-291,-291,-291,80,"2000-07-27 00:00:00.0","1970-01-01 16:00:00.0","2000-01-01 00:03:28.0",1,"0",-32560,-291,-291,"-291"
209,"209",-290,NULL,-290,-290,-290,81,"2000-07-28 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:03:29.0",0,"1",-32559,-290,-290,"-290"
210,"210",-289,"-289",NULL,-289,-289,82,"2000-07-29 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:03:30.0",1,"0",-32558,-289,-289,"-289"
211,"211",-288,"-288",-288,NULL,-288,83,"2000-07-30 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:03:31.0",0,"1",-32557,-288,-288,"-288"
212,"212",-287,"-287",-287,-287,NULL,84,"2000-07-31 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:03:32.0",1,"0",-32556,-287,-287,"-287"
213,"213",-286,"-286",-286,-286,-286,NULL,"2000-08-01 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:03:33.0",0,"1",-32555,-286,-286,"-286"
214,"214",-285,"-285",-285,-285,-285,86,NULL,"1970-01-01 22:00:00.0","2000-01-01 00:03:34.0",1,"0",-32554,-285,-285,"-285"
215,"215",-284,"-284",-284,-284,-284,87,"2000-08-03 00:00:00.0",NULL,"2000-01-01 00:03:35.0",0,"1",-32553,-284,-284,"-284"
216,"216",-283,"-283",-283,-283,-283,88,"2000-08-04 00:00:00.0","1970-01-01 00:00:00.0",NULL,1,"0",-32552,-283,-283,"-283"
217,"217",-282,"-282",-282,-282,-282,89,"2000-08-05 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:03:37.0",0,"1",-32551,-282,-282,"-282"
218,"218",-281,"-281",-281,-281,-281,90,"2000-08-06 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:03:38.0",1,NULL,-32550,-281,-281,"-281"
219,"219",-280,"-280",-280,-280,-280,91,"2000-08-07 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:03:39.0",0,"1",NULL,-280,-280,"-280"
220,"220",-279,"-279",-279,-279,-279,92,"2000-08-08 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:03:40.0",1,"0",-32548,NULL,-279,"-279"
221,"221",-278,"-278",-278,-278,-278,93,"2000-08-09 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:03:41.0",0,"1",-32547,-278,NULL,"-278"
222,"222",-277,"-277",-277,-277,-277,94,"2000-08-10 00:00:00.0","1970-01-01 06:00:00.0","2000-01-01 00:03:42.0",1,"0",-32546,-277,-277,NULL
223,"223",-276,"-276",-276,-276,-276,95,"2000-08-11 00:00:00.0","1970-01-01 07:00:00.0","2000-01-01 00:03:43.0",0,"1",-32545,-276,-276,"-276"
224,"224",NULL,"-275",-275,-275,-275,96,"2000-08-12 00:00:00.0","1970-01-01 08:00:00.0","2000-01-01 00:03:44.0",1,"0",-32544,-275,-275,"-275"
225,"225",-274,NULL,-274,-274,-274,97,"2000-08-13 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:03:45.0",0,"1",-32543,-274,-274,"-274"
226,"226",-273,"-273",NULL,-273,-273,98,"2000-08-14 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:03:46.0",1,"0",-32542,-273,-273,"-273"
227,"227",-272,"-272",-272,NULL,-272,99,"2000-08-15 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:03:47.0",0,"1",-32541,-272,-272,"-272"
